name frequency mean_age
laura cecilia 152 35.9
lucia angeles 152 35.5
maria albertina 152 57
maria astrid 152 42.3
mihaela elena 152 32.8
stanka 152 47.4
yovanna 152 29.6
arbia 151 46
elena mercedes 151 42.6
francisca mercedes 151 56.1
gracia patricia 151 38.9
josefa ana 151 57.1
josefa asuncion 151 60.2
lamyaa 151 23.4
lucia elena 151 32.3
maria leyre 151 30.6
mariana isabel 151 38.9
miren arantxa 151 49.1
miren elixabete 151 51.7
miriam elizabeth 151 39.3
natalia carolina 151 28.3
natalia pilar 151 31.5
norma maria 151 45.4
roxana mihaela 151 25.2
sandra rocio 151 34.8
triana maria 151 14.3
xeila 151 16.1
yaisa 151 16.5
adela carmen 150 49.7
adolfa 150 70.5
andrea alexandra 150 18.3
brisa 150 19.1
carmen andrea 150 32.5
celtia 150 10.7
dolores encarnacion 150 55.8
gloria cristina 150 41.2
laurence 150 45.9
lida 150 44.4
lizhen 150 40.2
loli 150 36
mandy 150 37.1
maria hermitas 150 67.1
moulouda 150 42.3
narjis 150 11.1
sandra marcela 150 36.2
sare 150 5.9
sohaila 150 16.5
yanely 150 12.7
yobana 150 32.1
abrar 149 3.5
adelaida maria 149 42.9
ana araceli 149 42.7
ana fatima 149 38.2
ana paz 149 42.1
argeme 149 51.7
blanca margarita 149 51.9
dolores rosa 149 57.7
elionor 149 46.3
elisaveta 149 40.7
estefania maria 149 29.3
heba 149 12.5
janet elizabeth 149 60.8
maria corona 149 64.6
marieme 149 27.9
marissa 149 39.9
marleni 149 38.9
miren zuriñe 149 44.3
rosa alicia 149 49
rosa encarnacion 149 55.4
silvia lorena 149 35.1
sueli 149 44.7
yanelis 149 31.9
acoraida 148 25
alexandra mihaela 148 16.8
ana iris 148 31.3
andrea gabriela 148 24.3
aurora isabel 148 45.6
chama 148 40.8
coral maria 148 22.7
cristina belen 148 32.7
denis 148 26
dolores francisca 148 56.9
gloria teresa 148 50.3
gretel 148 28.8
gudrun 148 62.4
ihsane 148 22.7
lissette 148 28.5
magdalena sofia 148 53
maria abel 148 58.3
maria alcor 148 38.1
maria edurne 148 41.5
marta inmaculada 148 32.4
nacira 148 33.5
sahara 148 29.7
sufen 148 41.7
yulisa 148 14.3
adiela 147 54
almerinda 147 67.1
benilda 147 63.4
carla lorena 147 22.9
carole ann 147 67.2
dolores mercedes 147 57.7
dolores teresa 147 57.9
edelia 147 65.6
eman 147 14.4
emilia pilar 147 56.3
francisca elena 147 52.6
ibana 147 35.9
josefa juana 147 64.7
laura raquel 147 32.8
liqin 147 38.4
lucia mar 147 22.9
maria adelaide 147 52.4
maria pasion 147 60.1
maria rosalba 147 53.5
mariame 147 25.3
migdalia 147 51.1
paqui 147 38.6
rosa milagros 147 50.1
violante 147 64.4
adriana elena 146 30.7
alvara 146 70.4
andreea georgiana 146 20.8
aysha 146 13.3
baudilia 146 73.3
carolina pilar 146 33.7
claudia veronica 146 35.8
elena teresa 146 40.6
farners 146 14
fatimetu 146 30
franca 146 54.9
gertrud 146 73.3
invencion 146 73.5
liza 146 29.4
lorena patricia 146 32.4
manpreet 146 20.8
maria adelia 146 57.6
maria alcazar 146 54
maria dorotea 146 60.5
maria tura 146 61
marta alicia 146 46.5
milica 146 41.7
noara 146 6.6
qianqian 146 20.3
rawan 146 7
samina 146 37.9
tatiane 146 31.6
wissam 146 10.9
adamina 145 67.8
ana daniela 145 24
ana ester 145 40.8
brianda 145 13.8
dolores rosario 145 55.4
donka 145 47.7
elmira 145 40.7
goizeder 145 20.5
hermelina 145 69.6
isabel beatriz 145 40.1
isabel elena 145 45.7
liyan 145 33.5
luisa elena 145 47
manuela angeles 145 55.3
margherita 145 40.1
maria enma 145 49.6
maria salobrar 145 47.6
qing 145 30.8
rita cassia 145 45.2
sandra veronica 145 37.2
sonia margarita 145 45.7
yanyan 145 26.7
zahida 145 37.8
amane 144 13.3
ana amalia 144 46.8
andra maria 144 12
angela teresa 144 48.9
blanca nubia 144 49.7
blanca pilar 144 39.4
chen 144 29.4
eliana maria 144 30.3
elza 144 48
esperanza carmen 144 43
francisca belen 144 38.1
josefa lucia 144 58.8
julia cristina 144 36.7
laura belen 144 27.6
lucelly 144 46.1
maria dores 144 52.3
maria gladis 144 49.3
maria yanira 144 26.8
mariana carmen 144 45
niobe 144 9.1
norma isabel 144 44.9
ouardia 144 39.2
rosa virginia 144 46.6
rukhsana 144 41.1
sandra elena 144 32.6
sidra 144 20.9
sofia alejandra 144 13.6
tania isabel 144 28.1
weifen 144 36.8
xiaohua 144 41.9
xiaoqin 144 41
alexandra patricia 143 31.5
amparo isabel 143 49
asteria 143 66.1
carmen juana 143 57.7
celsa maria 143 51.2
dahiana 143 16.4
damari 143 18.2
elena diana 143 24.6
emma jane 143 34.9
fatoumata binta 143 20
hilary 143 34.3
iera 143 21.2
jeannine 143 61.3
juventina 143 72.1
mira 143 38
monica susana 143 46.5
natalia cristina 143 26.9
patricia lorena 143 31.8
patricia monica 143 49
rosa adela 143 50.6
rosa magdalena 143 49.1
sandra carolina 143 31.2
sandra pilar 143 33.5
sara ines 143 34.8
stephania 143 20.3
varinia 143 23.2
aouicha 142 51.9
beatriz teresa 142 40.6
dominika 142 24.5
ekram 142 17.1
elena margarita 142 46.5
eva raquel 142 37.1
leyre maria 142 15.2
liliia 142 34.8
linda ann 142 61.8
marie claire 142 54.3
miren mirari 142 49.5
nora maria 142 29.4
rolindes 142 73.7
rosa lucia 142 44.3
rosa vicenta 142 55.2
silvia elizabeth 142 39.7
teresa niño jesus 142 57
todorka 142 48
vicenta isabel 142 55.7
yumei 142 43.1
angela lucia 141 34.2
darifa 141 45.7
diana alejandra 141 24
elora 141 10.7
isabel luisa 141 50.9
karen andrea 141 22.2
krisztina 141 35
luciene 141 39.5
marga 141 40.3
maria doris 141 53.4
maria nicoleta 141 26.5
maricarmen 141 49.1
monica lucia 141 35.7
natalia lorena 141 31.1
nura 141 14.6
raquel pilar 141 36.5
rosa clara 141 49.7
sandra lucia 141 34.7
silvia carolina 141 35.3
tremedal 141 70.7
umaima 141 11.1
vanessa carmen 141 30.8
waltraud 141 68.7
zaineb 141 15.5
adrianna 140 12.8
alisson 140 9
ana abel 140 43.3
blanca rocio 140 33
carlina 140 61.7
carmen noelia 140 32.7
carmen vanessa 140 33
daysi 140 41.8
genevieve 140 57.4
gloria stella 140 48.3
idania 140 38
jimena maria 140 13.5
kameliya 140 36.9
lara isabel 140 23.8
liying 140 40.3
margarete 140 60.8
maria blanca nieves 140 63.9
maria hilaria 140 59.4
maria martirio 140 56.2
paola alexandra 140 26.6
paula elena 140 24.5
pilar rosario 140 52.3
qin 140 32.4
rosario dolores 140 53.4
samantha jane 140 38.9
silvia noemi 140 46.1
yarisa 140 12.8
aifen 139 44.6
alina gabriela 139 27.7
amalia isabel 139 46.2
ana maria angeles 139 59.3
ana trinidad 139 47
ana vicenta 139 52.7
carla alejandra 139 21
caños santos 139 59.4
claudia daniela 139 29.3
consuelo carmen 139 58.7
cristina angeles 139 35.1
edilma 139 51.9
elena liliana 139 37.9
estefania carmen 139 26.9
ethel 139 39.6
eva rocio 139 30.6
gladys beatriz 139 45.5
goiatz 139 19.5
hasmik 139 40.3
ihintza 139 16.2
ionelia 139 37.1
josefa margarita 139 60.1
laura margarita 139 38.8
lucia cristina 139 32.3
miren lourdes 139 53.4
onesima 139 74.9
paula daniela 139 19.3
pilar teresa 139 54.1
raluca elena 139 25.7
siena 139 5.5
tsvetanka 139 47.2
umbelina 139 70.5
vicky 139 29.3
villa 139 66.5
yahaira 139 23.5
anke 138 49.4
briseida 138 16
carla daniela 138 18.3
carolina alejandra 138 30.4
cathaisa 138 26.4
cristina dolores 138 36.5
divina pastora 138 61.3
emmanuelle 138 36.4
eva angeles 138 42.4
eva teresa 138 38.7
houriya 138 35.3
huda 138 17.2
jiajia 138 16.5
liboria 138 69.5
luisa margarita 138 52.5
maria grazia 138 51.8
mihaela daniela 138 31.5
nicoletta 138 32.2
noralba 138 48.5
pascale 138 47.5
patricia eugenia 138 41.8
rada 138 50.5
rocio valle 138 31.4
sofya 138 18.9
tayri 138 10.2
tiscar 138 43.7
xuemei 138 38.9
yune 138 17.4
adele 137 32.3
andrea fernanda 137 22.5
andreea daniela 137 19.5
andreea gabriela 137 18.5
antonietta 137 52.3
carmen silvia 137 44.1
celia isabel 137 37
fabiola maria 137 33.4
julie anne 137 47.6
loveth 137 33.6
madalina elena 137 23.1
maria basilia 137 60.4
maria clarisa 137 57.7
maria jenifer 137 28.7
mikele 137 19.7
miracle 137 49.6
miriam isabel 137 32.4
nuria montserrat 137 40.8
olga carmen 137 50.5
raluca maria 137 21
ramona carmen 137 57.4
xi 137 19.3
alba pilar 136 19.1
amalia carmen 136 48.9
astou 136 27.8
badiaa 136 35.4
batirtze 136 30
batoul 136 47.4
betlem 136 29.1
carmen guadalupe 136 44.2
fatima ezzahrae 136 15.2
gloria angeles 136 51.2
jessica elizabeth 136 27.6
josefa victoria 136 62.6
lali 136 44.6
madrona 136 73.3
maria celedonia 136 57.5
maria dulcenombre 136 50
maria madalena 136 46.3
marioly 136 33.1
monica gabriela 136 33.5
ouissal 136 12.8
qian 136 25.6
rodayna 136 3.1
sajida 136 36.4
somia 136 24.2
susana elena 136 45.8
tabata 136 15.3
zofia 136 49.6
ailin 135 13.6
amani 135 12.4
ana rosalia 135 47.5
anka 135 47
antonia jose 135 44.3
araia 135 6.6
beatriz cristina 135 38.3
carmen leonor 135 49.7
cielo 135 40.2
cristina lucia 135 32.4
esclavitud 135 73.8
fatin 135 12
favour 135 17.1
iune 135 11.8
jennifer anne 135 56.5
kristin 135 33.7
lauren 135 22
lorena beatriz 135 32.2
lucia esther 135 43.1
margaret anne 135 65
maria martha 135 49.6
maria zoila 135 50.6
nacera 135 38.8
ndeye 135 28.3
patricia andrea 135 31.6
patricia teresa 135 35.5
paula teresa 135 29.2
pietat 135 67.4
rocio inmaculada 135 32.1
rokhaya 135 32.9
sally ann 135 54.2
silvia ines 135 45.9
soraia 135 23.1
voichita 135 43.1
xiuqin 135 44.2
zuleika 135 25.7
aimee 134 22.2
aranzazu maria 134 36.1
bahia 134 33.7
claudia ximena 134 34.2
elvira carmen 134 51.2
eva victoria 134 33.4
francesca maria 134 30.1
gabriela cristina 134 28.9
grisel 134 33.8
iulia maria 134 18.6
josefa elena 134 56.8
maria alejandrina 134 56.7
maria romina 134 32.6
maria san pedro 134 66.3
miriam esther 134 33.3
monica graciela 134 49.9
natascha 134 32.1
pilar mercedes 134 54.8
pura concepcion 134 63.1
tamara isabel 134 29.8
teresa victoria 134 44.4
yaiza carmen 134 26.9
adriana marcela 133 34.1
andrea beatriz 133 28.3
antje 133 47.6
carmen begoña 133 47.7
carmen celia 133 48.8
cheyenne 133 16.7
delioma 133 23.3
fadua 133 21.9
hua 133 39.5
ixeya 133 5.4
jennifer mary 133 61.9
juan 133 36.4
juana ramona 133 60.5
mary jane 133 41.1
natalia alejandra 133 27.3
noelia isabel 133 28.2
querubina 133 60.3
texenery 133 25.2
ting 133 23.3
ana mary 132 45
ana susana 132 44.7
auba 132 12.5
cosmina 132 29.1
dionicia 132 46.5
encarnacion isabel 132 47.7
francia 132 46.6
francisca manuela 132 60.2
glory 132 29.7
humbelina 132 65.3
katarzyna anna 132 33.8
kesia 132 24.3
linda margaret 132 62.8
maria aquilina 132 58.5
maria dacil 132 41.4
maria libia 132 61
nasreen 132 43
nirmin 132 5.3
rafia 132 35
reyes maria 132 38.4
ritaj 132 1.9
rong 132 30.2
sunita 132 36.6
yadhira 132 9.4
yanira maria 132 19.3
yuliia 132 25.9
zenobia 132 48.6
zoryana 132 33.1
adalgisa 131 42.9
aihua 131 47.6
andreea roxana 131 23.5
dawn 131 51.3
denitsa 131 24.1
evangeline 131 37.8
franziska 131 36.5
gabriela estefania 131 20.1
jacqueline elizabeth 131 40.8
lei 131 28.9
leidy tatiana 131 22.3
lucia rosario 131 37.4
maria efigenia 131 56.1
maria irina 131 33.1
marta mercedes 131 38.8
noelia pilar 131 29.3
nouha 131 12.8
odilia 131 60.1
paula rocio 131 18.3
sfia 131 47.4
sonia rocio 131 36.5
virginia isabel 131 38.7
amelia carmen 130 49.1
andreea madalina 130 20.4
ann elizabeth 130 64
antoinette 130 53.8
arselina 130 72.5
aurelie 130 31.5
bayan 130 5.8
carmen asuncion 130 56.5
chahida 130 25
concepcion isabel 130 53.5
cristina patricia 130 33.8
dimitrina 130 40.2
elena rosa 130 49.1
esther carmen 130 39.8
estrella rocio 130 28
fatima zhora 130 26.6
gloria jesus 130 51.7
haja 130 31.2
izarne 130 21.5
juana cristina 130 45.4
juana esther 130 48.6
julia antonia 130 55.9
kristel 130 24.7
laetitia 130 32.5
lourdes pilar 130 40.4
marca 130 66.6
margit 130 54.8
maria arminda 130 55.3
maria rubiela 130 55.6
miriam rocio 130 30.3
narine 130 38.5
nazaret maria 130 21.5
nesrin 130 13.9
olga pilar 130 44.8
oneka 130 13.5
salsabil 130 6.1
timea 130 28.5
vanessa carolina 130 27.7
zinab 130 29.3
adelfa 129 60.6
aine 129 10.4
carmen josefina 129 55
carolina beatriz 129 32
carolyn 129 46.5
dana maria 129 24.1
delia rosa 129 52
elena catalina 129 29.5
elizabeth carmen 129 35.1
elvira isabel 129 49.7
faina 129 30.8
francisca inmaculada 129 44.3
gloria alicia 129 48.8
haizene 129 4.1
idaira maria 129 22.5
irene beatriz 129 30.6
juana ines 129 52.1
khadidiatou 129 24.5
kontxi 129 56.8
maria andreea 129 18.9
maria bianca 129 18.6
maria julita 129 59.2
maria rosalina 129 58.6
mariana cristina 129 32.9
marta dolores 129 39.1
miaomiao 129 24.8
miriam pilar 129 30.7
ofelia maria 129 50.3
ramatoulaye 129 26.7
sara raquel 129 30.4
shirley ann 129 65.4
silvia rosa 129 46.9
sona 129 29.6
susana belen 129 38.7
viviana elizabeth 129 31.4
yaneli 129 8.4
ana angela 128 36.1
ana carina 128 36.6
angela mercedes 128 46.4
annemarie 128 57.6
arabela 128 34.3
armenia 128 66.1
azucena maria 128 41
carmen liliana 128 41
carmen virginia 128 41.8
deiene 128 19.4
delphine 128 37.1
eufrosina 128 69.8
eveline 128 43.8
fatme 128 39.4
filiberta 128 73.3
germelina 128 70.3
graciela noemi 128 51.4
hayate 128 32.2
hegoa 128 10.2
hortencia 128 51.3
ia 128 25.3
ines pilar 128 37.2
iradi 128 6.8
jessica andrea 128 21.7
joanna maria 128 34.4
ketevan 128 40.4
leire maria 128 14.5
lisset 128 27.7
mai 128 15.3
maria denisa 128 12.4
maria salut 128 46.2
milagros pilar 128 47
natalja 128 38.2
neri 128 51.6
olga cecilia 128 48.9
oskia 128 22.5
rayhana 128 5.3
scarlett 128 9.1
shaima 128 10.7
uzma 128 33.2
xinxin 128 22
yasmina maria 128 25.4
adriana gabriela 127 28.9
aila 127 11.7
ainhoa carmen 127 14.6
alexandra daniela 127 20
ana ascension 127 48.5
ana maria jesus 127 62.9
anisia 127 58.5
ann marie 127 54.6
astrid carolina 127 20.6
carmen matilde 127 49.5
carmen mihaela 127 34.6
chafia 127 39.3
dariya 127 38
donina 127 74.9
donna 127 39.4
elga 127 27.7
enar 127 26.1
filofteia 127 47.7
garoa 127 15.1
ioana andreea 127 22.3
jeanine 127 51
josefa emilia 127 64.1
lala 127 30.9
laura marina 127 35.6
laura veronica 127 35
laura virginia 127 33.3
lekbira 127 44.2
maria concha 127 60.1
maria debora 127 38.8
maria primitiva 127 61
mariangela 127 39.3
marietta 127 33.2
mildred 127 44
naihara 127 11.1
noemia 127 43.3
nuria cristina 127 35.6
sirin 127 5.4
teresa margarita 127 55.6
thania 127 21.3
ubalda 127 74.2
yolanda beatriz 127 45.7
adela isabel 126 50
allegra 126 6
amapola 126 54.4
ana alexandra 126 28
ana estrella 126 38.9
anca elena 126 29
banesa 126 33.1
erika patricia 126 30.3
gloria lucia 126 45.1
isabel milagros 126 49.7
josefa milagros 126 60.7
josette 126 68.4
juana bautista 126 54.9
juana gloria 126 55.1
khatuna 126 40.2
madalena 126 47.7
maria constantina 126 62.3
maria crescencia 126 59.2
martha ines 126 48.3
miren itsaso 126 41.5
natasa 126 39
nika 126 11.8
silvia mercedes 126 40.7
stoyanka 126 48
teresa mercedes 126 53.3
veronica beatriz 126 35.2
yuan 126 26.5
aurkene 125 32.3
ausencia 125 72.3
blanca patricia 125 36.5
carmen remedios 125 50
claudia ines 125 36.4
corinna 125 35.6
elena laura 125 33.8
eli 125 36.6
elsa beatriz 125 50.3
gabriela elena 125 31.9
hayar 125 13.2
isabel marina 125 41.5
ivelisse 125 37.9
judith ann 125 65.5
kinga 125 27.1
liuba 125 38.5
manuela antonia 125 60.7
maria agripina 125 61.4
maria barca 125 48.7
maria esperança 125 45.8
maria riansares 125 53.3
marilou 125 43.2
mercedes rosario 125 50.7
mihaiela 125 39.9
olga teresa 125 49.2
patrycja 125 21.8
pilar rocio 125 38.9
reyna isabel 125 40.1
rosa esmeralda 125 43
sayoa 125 16.9
violant 125 29.9
xixi 125 22.8
yanela 125 16.9
yanira carmen 125 23.9
alicia margarita 124 45.5
ana sandra 124 36.5
ana sara 124 31.7
argia 124 24.1
ariana maria 124 14
arya 124 1.5
blanca lucia 124 39.8
camille 124 22.3
consolacio 124 69.2
daniela carolina 124 20.9
dayami 124 37.5
encarnacion pilar 124 52.6
evelyn maria 124 18.8
herlinda 124 52.9
iliyana 124 34.7
josefa nieves 124 60.4
katiuska 124 35.6
lakbira 124 46
leonidas 124 55.5
lorena rocio 124 29.6
maria carmen isabel 124 63.1
maria maximina 124 61.4
maria miriam 124 40.4
maria zulima 124 57.2
mariana daniela 124 34.2
pilar rosa 124 57.3
roeya 124 2.7
rosa gema 124 42.7
rosa manuela 124 52.9
ainitze 123 20.6
amarilis 123 40.6
andrea lucia 123 19.7
antonia inmaculada 123 45.7
bernardita 123 54.5
carmen marta 123 42.3
davinia carmen 123 27.4
dulcina 123 70.8
elena sofia 123 28
elsa marina 123 41.9
eniko 123 37
fahima 123 33.3
francisca concepcion 123 61.5
gabriela carmen 123 34.5
gemma isabel 123 38.2
kendra 123 10.2
laura alexandra 123 22.8
leona 123 63.8
lisa maria 123 27.7
maria angelines 123 58.6
maria gumersinda 123 61.6
mary sol 123 52.9
monika maria 123 44.8
naryis 123 11.8
nereyda 123 36.1
olympia 123 21.6
radostina 123 30.4
robustiana 123 73.9
sainza 123 16
souhayla 123 18.5
tania carmen 123 24.5
vega maria 123 25.4
wasima 123 12.3
xiaoping 123 43.7
akane 122 7.3
alcazar 122 61.6
alejandra beatriz 122 35.4
alondra 122 13.6
amandeep 122 26
ana carla 122 29.2
antonela 122 25.4
bassma 122 6.8
bridget 122 39.4
carmen amalia 122 46.9
conversion 122 69.1
dounya 122 19.9
ena 122 34.5
esther julia 122 53.7
francisca esther 122 45.5
gaelle 122 26
gloria marina 122 47.6
isabel belen 122 37.4
juana concepcion 122 60
julia dolores 122 55.7
kyra 122 12.4
lijuan 122 40.9
manuela rosa 122 58.2
maria junquera 122 57.4
maria loredana 122 28.2
marzena 122 38.2
milana 122 13.6
natalija 122 40.5
nayara maria 122 11.3
ramia 122 16
rosa yolanda 122 50.2
salua 122 23.2
sofiia 122 14.8
tessa 122 16.1
yashira 122 9
zoila maria 122 47.3
admiracion 121 65.9
aizea 121 16.5
alba patricia 121 30.9
alina nicoleta 121 29
ana paloma 121 40.3
ana valeria 121 22.1
ananda 121 17.5
andrea belen 121 19.8
andreea nicoleta 121 20.8
anni 121 27.6
anya 121 15.2
boryana 121 36.6
carmen pino 121 44.5
edit 121 38.5
ghalia 121 36.3
iskra 121 39.5
ixeia 121 5.1
laaziza 121 44.2
lesley ann 121 57
lirios 121 29.2
lu 121 25
luisa dolores 121 56
luz victoria 121 43.6
maria higinia 121 57.9
maria ligia 121 55.3
maria yessica 121 33.1
marisel 121 43.7
mary isabel 121 41.2
nydia 121 31
paola elizabeth 121 27.9
patricia margaret 121 67.9
pauline ann 121 65.9
peligros 121 64.2
sheila ann 121 68.1
silvia liliana 121 45.7
silvia monica 121 45.9
soumiya 121 26.6
teresa antonia 121 61.8
xue 121 26
yurima 121 15.7
alina daniela 120 30.4
ana purificacion 120 48.4
angela beatriz 120 38.2
carmen sara 120 43.4
carmen trinidad 120 51.2
corazon 120 56.6
daniela mihaela 120 31.4
diana beatriz 120 31.7
elfriede 120 72.7
enriqueta maria 120 54.2
erika alexandra 120 20.9
erika carmen 120 27.2
eva beatriz 120 39.6
gabi 120 39.6
jiaying 120 11.7
kasandra 120 15
manuela rosario 120 55.1
maria bernardina 120 57.9
maria empar 120 49.1
maria suceso 120 64
marilene 120 44.4
marly 120 42.2
marta alejandra 120 28.8
massiel 120 26.1
monica teresa 120 40
nelida maria 120 47.4
nery 120 48.6
olga rosa 120 55.3
raffaella 120 40.2
tirsa 120 48.1
turia 120 43.1
viola 120 32.9
alejandra patricia 119 31.7
analia veronica 119 38.8
annika 119 29.7
beatriz ana 119 41
beryl 119 72.9
carmen magdalena 119 50.8
cristina margarita 119 38.6
el alia 119 42.7
frances 119 59.9
heriberta 119 66.9
ionela daniela 119 28.9
jianying 119 40.2
julija 119 34.2
karina alexandra 119 27.4
lisbet 119 30.1
mandeep 119 28.3
manuela teresa 119 58.9
maria felicita 119 64
maria meritxell 119 44.2
marta irene 119 41
mathilde 119 30.4
matilde isabel 119 53.5
maureen ann 119 68.7
mercedes angeles 119 52.1
messaouda 119 49.6
mihaela maria 119 33.2
milene 119 19
olesia 119 28.3
romaysae 119 4.8
romy 119 31.4
shahnaz 119 47
xela 119 13.3
amelia isabel 118 49.7
amie 118 28.8
antonia concepcion 118 58.4
antonia elena 118 44.6
aparecida 118 48.2
aracelly 118 47
bianca andreea 118 11.5
bidane 118 15.1
carmen montserrat 118 49.4
carmen ramona 118 48.3
choumicha 118 40.9
corina elena 118 31.8
cortes 118 41.6
cristina rosario 118 35.9
daniela fernanda 118 20.6
eva mercedes 118 40.4
francisca lourdes 118 44.3
gliceria 118 71.8
ignacia maria 118 52.4
isadora 118 25.8
jia 118 23.5
josefa esther 118 55.3
juana lucia 118 55.4
jugatx 118 19.7
larisa maria 118 16
lorena pilar 118 31.7
luz helena 118 45.2
luz nelly 118 48.5
maria laudelina 118 65.8
miao 118 26.5
miren eukene 118 44.7
miren iosune 118 44.5
monia 118 28.4
nayara carmen 118 11.2
olga elena 118 49.4
paula gabriela 118 23.7
queen 118 32.2
romaissae 118 5.8
rosa concepcion 118 55.2
rui 118 22.9
ruzanna 118 42.1
sara sofia 118 14.8
savina 118 27.6
tincuta 118 44
venera 118 50.8
xiuying 118 46.3
zsuzsanna 118 36.8
altamira 117 58.3
begoña pilar 117 42
bilyana 117 29.9
carmen oliva 117 39.8
cristina nicoleta 117 27.9
dayra 117 8.5
fabriciana 117 75.2
giorgiana 117 28
ingrida 117 37.9
jean margaret 117 71.5
jocelyne 117 49.4
josefina carmen 117 57.8
karla vanessa 117 30
kimberley 117 19.4
leocricia 117 70.8
luciana maria 117 39.9
luz piedad 117 43.8
margarita teresa 117 55.2
maria encarnacio 117 61.1
maria ujue 117 46
marie helene 117 50.6
marli 117 44.7
marta margarita 117 44
nadja 117 29.3
nariman 117 11.6
nasima 117 19.3
penda 117 26.1
rebeka 117 21.4
tania elizabeth 117 33.1
teba 117 28.3
trinidad carmen 117 53.4
valeria carmen 117 11.3
